Race/Ethnicity,Sex,Department,Age,Hourly Rate,Regular/Temporary,Employee Status
Black or African American,F,Seattle Center,52,21.96,T,A
Black or African American,M,Seattle Public Utilities,56,71.725,R,A
Black or African American,F,Parks & Recreation,59,20.75,T,A
Black or African American,M,Information Technology,41,56.1855,R,A
Black or African American,M,Seattle Center,65,44.14,R,A
Black or African American,M,Seattle Center,52,32.85,R,A
Black or African American,M,Police Department,45,36.64,R,A
Black or African American,M,Parks & Recreation,44,18.69,T,A
Black or African American,F,Seattle Public Library,58,38.42,R,A
Black or African American,M,Seattle Dept of Transportation,57,38.83,R,A
Black or African American,M,Seattle Public Utilities,41,27.19,R,A
Black or African American,M,Seattle Public Utilities,33,42.57,T,A
Black or African American,M,Human Services Department,48,37.84,R,A
Black or African American,M,Seattle City Light,59,35.74,R,A
Black or African American,F,Seattle Public Utilities,53,28,R,A
Black or African American,F,Police Department,56,41.48,R,A
Black or African American,M,Information Technology,49,49.24,R,A
Black or African American,M,Construction & Inspections,38,39.16,R,A
Black or African American,M,Municipal Court,53,65.92,R,A
Black or African American,M,Parks & Recreation,69,25.46,T,A
Black or African American,M,Seattle City Light,40,61.86,R,A
Black or African American,F,Parks & Recreation,53,41.66,R,A
Black or African American,F,Construction & Inspections,55,59.55,R,A
Black or African American,F,Employees' Retirement System,48,41.66,R,A
Black or African American,M,Parks & Recreation,56,34.08,R,A
Black or African American,M,Police Department,54,57.44,R,A
Black or African American,M,Seattle City Light,39,43.93,R,A
Black or African American,F,Construction & Inspections,47,59.55,R,A
Black or African American,M,Parks & Recreation,61,30.09,R,A
Black or African American,M,Seattle Public Utilities,47,37.32,R,A
Black or African American,M,Seattle City Light,36,43.77,R,A
Black or African American,F,Construction & Inspections,57,34.94,R,A
Black or African American,M,Parks & Recreation,59,30.09,R,A
Black or African American,M,Parks & Recreation,73,18.69,T,A
Black or African American,M,Seattle Dept of Transportation,44,35.46,R,A
Black or African American,F,Seattle City Light,63,35.74,R,A
Black or African American,M,Police Department,40,45.96,R,A
Black or African American,M,Police Department,55,62.68,R,A
Black or African American,F,Municipal Court,26,30.48,R,A
Black or African American,M,Information Technology,28,52.06,R,A
Black or African American,M,Seattle Dept of Transportation,31,57.87,R,A
Black or African American,M,Seattle Public Utilities,57,35.9,R,A
Black or African American,F,Arts & Culture,65,42.57,T,A
Black or African American,M,Police Department,35,29.03,R,A
Black or African American,M,Seattle City Light,39,37.29,R,A
Black or African American,F,Parks & Recreation,44,18.69,T,A
Black or African American,M,Construction & Inspections,34,32.52,T,A
Black or African American,M,Construction & Inspections,28,18.69,R,A
Black or African American,M,Parks & Recreation,47,24.82,T,A
Black or African American,F,Police Department,37,51.39,R,A
Black or African American,F,Seattle Public Utilities,51,54.4,R,A
Black or African American,M,Parks & Recreation,68,29.54,R,A
Black or African American,F,Seattle City Light,47,62.0375,R,A
Black or African American,M,Finance & Admin Services,37,39.8,R,A
Black or African American,M,Human Services Department,58,45.68,R,A
Black or African American,F,Seattle City Light,72,34.6,R,A
Black or African American,M,Construction & Inspections,35,40.66,R,A
Black or African American,M,Parks & Recreation,51,29.54,R,A
Black or African American,F,Municipal Court,29,31.35,R,A
Black or African American,M,Seattle City Light,31,34.08,R,A
Black or African American,F,Hearing Examiner,60,55.44,R,A
Black or African American,F,Seattle Public Utilities,42,33.79,R,A
Black or African American,M,Information Technology,35,42.57,R,A
Black or African American,M,Parks & Recreation,40,18.69,T,A
Black or African American,F,Parks & Recreation,26,18.69,T,A
Black or African American,M,Seattle City Light,48,45.96,R,A
Black or African American,F,Parks & Recreation,39,60.616,R,A
Black or African American,F,Human Services Department,36,42.57,R,A
Black or African American,M,Seattle City Light,66,132.196,R,A
Black or African American,F,Parks & Recreation,60,30.09,R,A
Black or African American,M,Police Department,30,50.03,R,A
Black or African American,M,Seattle City Light,55,78.53,R,A
Black or African American,M,Police Department,51,54.29,R,L
Black or African American,F,Police Department,41,34.05,R,A
Black or African American,F,Parks & Recreation,55,41.83,R,A
Black or African American,M,Parks & Recreation,26,22.86,T,A
Black or African American,M,Parks & Recreation,50,25.58,T,A
Black or African American,F,Parks & Recreation,79,24.82,T,A
Black or African American,F,Education & Early Learning,48,44.95,R,A
Black or African American,F,Municipal Court,59,29.03,R,A
Black or African American,F,Construction & Inspections,64,41.66,R,A
Black or African American,F,Parks & Recreation,59,33.33,R,A
Black or African American,M,Fire Department,55,51.7,R,A
Black or African American,F,Finance & Admin Services,52,67.423,R,A
Black or African American,M,Parks & Recreation,52,36.47,R,A
Black or African American,F,Seattle Public Library,49,46.07,R,A
Black or African American,M,Seattle City Light,58,77.25,R,A
Black or African American,F,Human Services Department,46,39.28,R,A
Black or African American,M,Parks & Recreation,49,18.69,T,A
Black or African American,F,Finance & Admin Services,61,27.46,R,A
Black or African American,F,Police Department,44,53.45,R,A
Black or African American,M,Parks & Recreation,42,24.82,R,A
Black or African American,M,Seattle City Light,53,61.86,R,A
Black or African American,F,Parks & Recreation,53,43.34,R,A
Black or African American,M,Seattle Dept of Transportation,65,57.87,R,A
Black or African American,F,Human Services Department,60,31.35,R,A
Black or African American,M,Police Department,31,54.29,R,A
Black or African American,F,Police Department,67,61.89,R,A
Black or African American,M,Parks & Recreation,26,18.69,T,A
Black or African American,F,Seattle Public Library,17,19.87,R,A
Black or African American,M,Police Department,29,34.05,R,A
Black or African American,M,Parks & Recreation,43,18.69,T,A
Black or African American,F,Information Technology,60,76.45,R,A
Black or African American,M,Parks & Recreation,39,31.35,R,A
Black or African American,M,Seattle Dept of Transportation,65,35.46,R,A
Black or African American,M,Education & Early Learning,51,55.44,R,A
Black or African American,M,Seattle Public Utilities,61,26.88,R,A
Black or African American,M,Seattle Dept of Human Resource,33,85.33,R,A
Black or African American,F,Police Department,61,34.05,R,A
Black or African American,F,Seattle Public Utilities,28,31.35,R,A
Black or African American,F,Seattle Public Utilities,35,37.09,R,A
Black or African American,M,Parks & Recreation,33,18.69,T,A
Black or African American,M,Police Department,37,54.29,R,A
Black or African American,M,Seattle Dept of Transportation,63,37.84,R,A
Black or African American,F,Seattle Center,66,25.58,T,A
Black or African American,M,Parks & Recreation,54,18.69,T,A
Black or African American,M,Parks & Recreation,42,50.12,R,A
Black or African American,M,Human Services Department,41,48.31,R,A
Black or African American,F,Parks & Recreation,27,19.88,R,A
Black or African American,F,Parks & Recreation,28,20.75,T,A
Black or African American,M,Parks & Recreation,42,20.75,T,A
Black or African American,F,Seattle Public Utilities,48,56,R,A
Black or African American,M,Seattle Public Utilities,59,35.5,R,A
Black or African American,M,Parks & Recreation,59,35.74,R,A
Black or African American,F,Human Services Department,43,30.09,R,A
Black or African American,M,Fire Department,34,38.98,R,A
Black or African American,M,Parks & Recreation,40,38.95,T,A
Black or African American,F,Seattle Public Library,24,23.46,R,A
Black or African American,F,Seattle Dept of Human Resource,35,41.66,T,A
Black or African American,M,Seattle Public Library,37,24.67,R,A
Black or African American,M,Parks & Recreation,40,19.51,T,A
Black or African American,M,Police Department,40,96.46,R,A
Black or African American,M,Seattle Public Utilities,42,26.24,T,A
Black or African American,F,Parks & Recreation,25,20.75,T,A
Black or African American,F,Parks & Recreation,21,19.29,T,A
Black or African American,F,Human Services Department,59,40.86,R,A
Black or African American,F,Finance & Admin Services,47,34.15,R,A
Black or African American,F,Parks & Recreation,43,36.47,R,A
Black or African American,F,Seattle Public Utilities,57,55.44,R,A
Black or African American,M,Office of Economic Development,30,37.84,T,A
Black or African American,M,Finance & Admin Services,49,31.7,R,A
Black or African American,M,Seattle Dept of Transportation,36,30.97,T,A
Black or African American,F,Seattle Center,49,23.14,T,A
Black or African American,F,Parks & Recreation,64,19.29,T,A
Black or African American,F,Parks & Recreation,54,30.09,R,A
Black or African American,F,Construction & Inspections,60,48.31,R,A
Black or African American,M,Seattle City Light,38,46.06,R,A
Black or African American,M,Parks & Recreation,24,18.69,T,A
Black or African American,M,Seattle Public Utilities,56,30.96,R,A
Black or African American,M,Fire Department,53,51.7,R,A
Black or African American,M,Police Department,36,40.06,R,A
Black or African American,M,Parks & Recreation,28,25.58,R,A
Black or African American,F,Information Technology,54,63.419,R,A
Black or African American,F,Parks & Recreation,59,34.08,R,A
Black or African American,F,Construction & Inspections,43,44.95,R,A
Black or African American,F,Municipal Court,47,32.91,R,A
Black or African American,F,Police Department,64,39.68,R,L
Black or African American,F,Seattle City Light,60,51.25,R,A
Black or African American,F,Mayor's Office,74,38.314,R,A
Black or African American,M,Seattle Public Utilities,55,37.29,T,A
Black or African American,M,Seattle Public Utilities,52,38.83,R,A
Black or African American,M,Seattle Center,38,21.96,T,A
Black or African American,F,Commnty Sfty and Comm Ctr Dept,34,49.35,R,A
Black or African American,F,Seattle Dept of Transportation,40,59.55,R,A
Black or African American,F,Parks & Recreation,49,34.08,R,A
Black or African American,M,Parks & Recreation,58,25.58,T,A
Black or African American,F,Seattle Center,80,18.69,T,A
Black or African American,F,Seattle Public Library,56,27.14,R,A
Black or African American,M,Seattle Dept of Transportation,30,56.72,T,A
Black or African American,M,Legislative Department,24,30,T,A
Black or African American,M,Seattle Dept of Transportation,36,30.09,R,A
Black or African American,F,Human Services Department,63,41.48,R,A
Black or African American,M,Seattle Public Library,70,28.29,R,A
Black or African American,F,Seattle Center,53,53.51,R,A
Black or African American,M,Parks & Recreation,49,18.69,R,A
Black or African American,M,Parks & Recreation,29,18.69,T,A
Black or African American,F,Seattle City Light,57,34.6,R,A
Black or African American,F,Parks & Recreation,28,18.69,T,A
Black or African American,M,Parks & Recreation,86,18.69,T,A
Black or African American,F,Parks & Recreation,32,23.62,T,A
Black or African American,M,Education & Early Learning,36,44.14,R,A
Black or African American,M,Seattle Center,54,38.95,R,A
Black or African American,M,Office for Civil Rights,47,87.165,R,A
Black or African American,M,Seattle City Light,55,61.86,R,A
Black or African American,F,Finance & Admin Services,47,57.539,R,A
Black or African American,M,Seattle Public Utilities,54,38.81,R,A
Black or African American,F,Municipal Court,53,31.35,R,A
Black or African American,M,Seattle Center,72,18.69,T,A
Black or African American,F,Seattle Public Utilities,35,40.08,R,A
Black or African American,M,Seattle Public Utilities,42,33.75,R,A
Black or African American,M,Seattle City Light,29,18.69,R,A
Black or African American,F,Sustainability & Environment,37,60,R,A
Black or African American,F,Police Department,37,59.94,R,A
Black or African American,F,Parks & Recreation,28,18.69,T,A
Black or African American,F,Human Services Department,57,37.84,R,A
Black or African American,M,Seattle Dept of Transportation,56,100.813,R,A
Black or African American,M,Finance & Admin Services,42,30.97,R,A
